01NOV2017:00:00:00,02651,53924,101,7746,921,1,W,105,54425,53924,0,13330,0,0,0,0,0,15,41.37,12205,0,7648160.68,684443.24,2,2
01NOV2017:00:00:00,02651,54584,101,7746,921,1,W,105,54540,54584,0,13188,0,0,0,0,0,34,41.88,14888,0,7645645.7,684322.86,2,6
01NOV2017:00:00:00,02651,54585,101,7746,1,0,W,1060,54540,54585,0,13188,0,0,0,0,0,0,41.88,0,0,7645605.99,684323.93,2,5
01NOV2017:00:00:00,02651,54725,101,7746,1,0,W,1060,54689,54683,11,7631,2,0,0,0,0,23,42.12,1404,0,7644479.1,683940.88,2,2
01NOV2017:00:00:00,02651,54913,101,7746,1,0,W,1060,54826,54903,4,7625,2,0,1,0,1,14,42.34,2690,0,7644065.17,682900.37,2,2
01NOV2017:00:00:00,02651,55130,101,7746,1,0,W,1060,54961,55090,11,7612,2,0,2,0,3,16,42.6,3960,0,7643571.81,681625.54,2,2
01NOV2017:00:00:00,02651,55247,101,7746,1,0,W,1060,55075,55247,0,7616,0,0,0,0,3,20,42.82,5026,0,7643147.82,680643.07,2,2
01NOV2017:00:00:00,02651,55347,101,7746,1,0,W,1060,55186,55300,10,10491,2,0,1,0,4,16,43.01,6070,0,7642749.84,679706.71,2,2
01NOV2017:00:00:00,02651,55457,101,7746,1,0,W,1060,55317,55457,0,7588,0,0,0,0,4,21,43.25,7303,0,7642304.62,678558.26,2,2
01NOV2017:00:00:00,02651,55498,101,7746,1,0,W,1060,55380,55498,0,7591,0,0,0,0,4,19,43.37,7897,0,7642445.12,678000.06,2,4
01NOV2017:00:00:00,02651,55549,101,7746,1,0,W,1060,55429,55549,0,175,0,0,0,0,4,24,43.63,9219,0,7642771.35,676768.76,2,2
01NOV2017:00:00:00,02651,55562,101,7746,1,0,W,1060,55451,55562,0,198,0,0,0,0,4,28,43.73,9816,0,7642906.13,676393.7,2,2
01NOV2017:00:00:00,02651,55584,101,7746,1,0,W,1060,55485,55584,0,196,0,0,0,0,4,30,43.92,10751,0,7643273.61,675374.06,2,2
01NOV2017:00:00:00,02651,55595,101,7746,1,0,W,1060,55504,55595,0,185,0,0,0,0,4,29,44,11240,0,7643418.39,674972.59,2,2
01NOV2017:00:00:00,02651,55608,101,7746,1,0,W,1060,55523,55608,0,176,0,0,0,0,4,28,44.11,11772,0,7643559.25,674583.99,2,2
01NOV2017:00:00:00,02651,55678,101,7746,1,0,W,1060,55599,55678,0,173,0,0,0,0,4,27,44.52,13829,0,7643507.51,672634.04,2,2
01NOV2017:00:00:00,02651,55725,101,7746,1,0,W,1060,55675,55725,0,155,0,0,0,0,4,31,44.9,15879,0,7642375.36,671179.52,2,2
01NOV2017:00:00:00,02651,55784,101,7746,1,0,W,1060,55771,55784,0,188,0,0,0,0,4,32,45.4,18465,0,7642967.14,668581.2,2,2
01NOV2017:00:00:00,02651,55810,101,7746,1,0,W,1060,55818,55810,0,181,0,0,0,0,4,32,45.63,19760,0,7643060.67,667435.84,2,2
01NOV2017:00:00:00,02651,55873,101,7746,1,0,W,1060,55894,55863,7,207,2,0,0,1,3,32,46,21818,0,7642657.77,665533.68,2,2
01NOV2017:00:00:00,02651,55933,101,7746,1,0,W,1060,55946,55918,8,191,2,0,2,0,5,29,46.26,23209,0,7641347.52,665479.74,2,2
01NOV2017:00:00:00,02651,56074,101,7746,1,0,W,1060,55980,56021,47,199,2,0,1,1,6,21,46.43,24134,0,7640462.7,665231.37,2,4
01NOV2017:00:00:00,02651,56199,101,7746,1,0,W,1060,56112,56199,0,9033,0,0,0,0,6,22,46.84,26168,0,7639226.96,666015.66,2,2
01NOV2017:00:00:00,02651,56217,101,7746,1,0,W,1060,56147,56217,0,1056,0,0,0,0,6,19,46.94,26696,0,7639594.95,666352.77,2,2
01NOV2017:00:00:00,02651,56265,101,7746,1,0,W,1060,56204,56246,6,12467,2,0,2,0,8,21,47.07,27572,0,7640263.35,666917.61,2,2
01NOV2017:00:00:00,02651,56317,101,7746,1,0,W,1060,56243,56298,7,6026,2,0,2,0,10,17,47.18,28169,0,7640089.57,667290.7,2,2
01NOV2017:00:00:00,02651,56344,101,7746,1,0,W,1060,56287,56344,0,6032,0,0,0,0,10,19,47.34,28848,0,7639468.49,667286.89,2,2
01NOV2017:00:00:00,02651,56462,101,7746,1,0,W,1060,56353,56407,19,6024,2,0,0,2,8,20,47.5,29862,0,7638406.84,667343.72,2,2
01NOV2017:00:00:00,02651,56480,101,7746,1,0,W,1060,56388,56480,0,6018,0,0,0,0,8,22,47.63,30404,0,7637814.39,667354.98,2,2
01NOV2017:00:00:00,02651,56499,101,7746,1,0,W,1060,56419,56499,0,6034,0,0,0,0,8,19,47.73,30879,0,7637400.67,667365.04,2,2
01NOV2017:00:00:00,02651,56680,101,7746,1,0,W,1060,56465,56652,16,966,2,0,1,1,8,19,47.82,31581,0,7636663.6,667389.4,2,2
01NOV2017:00:00:00,02651,56707,101,7746,1,0,W,1060,56520,56707,0,6035,0,0,0,0,8,23,48.02,32431,0,7635859.04,667416.85,2,2
01NOV2017:00:00:00,02651,56723,101,7746,1,0,W,1060,56555,56723,0,6037,0,0,0,0,8,24,48.13,32969,0,7635336.14,667437.84,2,2
01NOV2017:00:00:00,02651,56756,101,7746,1,0,W,1060,56594,56741,5,13768,2,0,0,2,6,25,48.2,33570,0,7634711.69,667467.69,2,2
